,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
190,14 minutes ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,6.00 USD,$6.00,2176.0,k4bong,kid_a,
191,14 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Dunk,53.00 USD,$53.00,6916.0,tropoFarmer,0xeff42d...86b069,
192,14 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,70.00 USD,$70.00,1289.0,pingu,BinaryMamba,
193,14 minutes ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,11146.0,Specialedadam,Fauxthemoney,
194,14 minutes ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,40.00 USD,$40.00,8389.0,Gwarsh,DeepValue,
195,14 minutes ago,2019-20 Kelly Oubre Jr.,Base Set,Phoenix Suns,Block,23.00 USD,$23.00,2888.0,scorbles,0x822736...1bce52,
196,14 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,8553.0,0x62c405...35df12,BigBodyBerz,
197,14 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,72.00 USD,$72.00,2896.0,pingu,bigtank22,
198,14 minutes ago,NBA Top Shot (SN# 1802958),,,,5.00 USD,$5.00,,nba2k21,thetruth777,
199,15 minutes ago,2020-21 Ben Simmons,Base Set,Philadelphia 76ers,Dunk,10.00 USD,$10.00,4605.0,Go_Spurs_Go,zman,
200,15 minutes ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,15.00 USD,$15.00,9060.0,,Biggyboodlesdotcards,
201,15 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,10.00 USD,$10.00,5098.0,,BennyGords,
202,15 minutes ago,2019-20 Giannis Antetokounmpo,MVP Moves,Milwaukee Bucks,Dunk,409.00 USD,$409.00,254.0,,Dan1312,
203,15 minutes ago,2020-21 Sam Merrill,Base Set,Milwaukee Bucks,3 Pointer,11.00 USD,$11.00,1269.0,,Always_Hoops,
204,15 minutes ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,6576.0,,well_informed_hermit_crab301,
205,15 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10964.0,,thetruth777,
206,15 minutes ago,NBA Top Shot (SN# 1612447),,,,5.00 USD,$5.00,,,Gambit,
207,15 minutes ago,2020-21 Clint Capela,Base Set,Atlanta Hawks,Dunk,10.00 USD,$10.00,5025.0,,KeviKev_Hoop_Dreams,
208,15 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,70.00 USD,$70.00,1197.0,,Breeza,
209,15 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,5854.0,,BigBodyBerz,
210,15 minutes ago,2019-20 Brandon Ingram,Throwdowns,New Orleans Pelicans,Dunk,469.00 USD,$469.00,261.0,,Slick,
211,16 minutes ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,50.00 USD,$50.00,3992.0,,TheWesterner,
212,16 minutes ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,19.00 USD,$19.00,414.0,,StackOrStarve,
213,16 minutes ago,2019-20 Chris Paul,Base Set,Oklahoma City Thunder,3 Pointer,148.00 USD,$148.00,273.0,,The_Elk,
214,16 minutes ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,3.00 USD,$3.00,5134.0,,Nutbaggers,
215,16 minutes ago,2020-21 Alec Burks,Base Set,New York Knicks,Assist,4.00 USD,$4.00,3723.0,,thegoatgoat,
216,16 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,7.00 USD,$7.00,2538.0,,Thechek182,
217,16 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,8462.0,,BigBodyBerz,
218,16 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,11037.0,,thetruth777,
219,16 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,7134.0,,MrLenyard86,
220,16 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,71.00 USD,$71.00,5934.0,,0x82f033...f1dda5,
221,16 minutes ago,NBA Top Shot (SN# 2310408),,,,6.00 USD,$6.00,,,Knickstapes,
222,16 minutes ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,247.00 USD,$247.00,3685.0,,BUCKNASTY,
223,16 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Dunk,27.00 USD,$27.00,11045.0,,KennyGRunsGood,
224,16 minutes ago,NBA Top Shot (SN# 1917960),,,,70.00 USD,$70.00,,,rhodz,
225,16 minutes ago,2019-20 De'Andre Hunter,Base Set,Atlanta Hawks,Dunk,185.00 USD,$185.00,1379.0,,airmax,
226,16 minutes ago,2019-20 Jaylen Brown,Base Set,Boston Celtics,Handles,296.00 USD,$296.00,990.0,,0xd5fd8c...04e3a6,
227,16 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,12.00 USD,$12.00,4078.0,,BennyGords,
228,17 minutes ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,9.00 USD,$9.00,6239.0,,0x37becc...115ec6,
229,17 minutes ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,1.00 USD,$1.00,5998.0,,TracyMcGreedy,
230,17 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,8441.0,,BigBodyBerz,
231,17 minutes ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,70.00 USD,$70.00,654.0,,BBednarko,
232,17 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,7592.0,,Messi,
233,17 minutes ago,2019-20 Jordan Clarkson,Base Set,Utah Jazz,Handles,70.00 USD,$70.00,542.0,,allyoucaneat,
234,17 minutes ago,2019-20 LeBron James,Metallic Gold LE,Los Angeles Lakers,Dunk,"15,333.00 USD","$15,333.00",256.0,,Roguetrader21,
235,17 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10906.0,,creepfreak,
236,17 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,10899.0,,Messi,
237,17 minutes ago,2020-21 Zion Williamson,Base Set,New Orleans Pelicans,Layup,72.00 USD,$72.00,2004.0,,GreekFreak34,
238,17 minutes ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,6.00 USD,$6.00,3202.0,,stormVIII,
239,17 minutes ago,2019-20 LeBron James,Base Set,Los Angeles Lakers,Block,"3,699.00 USD","$3,699.00",156.0,,Cagelawyer,
240,17 minutes ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,105.00 USD,$105.00,1887.0,,BoysRBuzzin,
241,17 minutes ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,11117.0,,Magic23,
242,17 minutes ago,2020-21 Devin Vassell,Base Set,San Antonio Spurs,3 Pointer,49.00 USD,$49.00,656.0,,RobProbably,
243,17 minutes ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,260.00 USD,$260.00,3766.0,,BUCKNASTY,
244,17 minutes ago,2020-21 Isaiah Roby,Base Set,Oklahoma City Thunder,Dunk,4.00 USD,$4.00,9760.0,,blue_jicama7124,
245,17 minutes ago,2019-20 De'Aaron Fox,Base Set,Sacramento Kings,Block,125.00 USD,$125.00,855.0,,TWENTYFOUR8,
246,17 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10904.0,,thetruth777,
247,17 minutes ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,27.00 USD,$27.00,6779.0,,WatchtheBreaks,
248,17 minutes ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,7262.0,,Strobe,
249,17 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,6577.0,,Messi,
250,17 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10904.0,BeerdadB,thetruth777,
251,17 minutes ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,27.00 USD,$27.00,6779.0,Pokemon,WatchtheBreaks,
252,17 minutes ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,7262.0,JeffOpensCards,Strobe,
253,17 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,6577.0,Hammmad97,Messi,
254,18 minutes ago,2019-20 Jonas Valančiūnas,Base Set,Memphis Grizzlies,Block,23.00 USD,$23.00,2638.0,Mahoney_jr,BoardManGetsPaid,
255,18 minutes ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,95.00 USD,$95.00,38.0,Kainers,Jingjuuuuuuuuu,
256,18 minutes ago,2019-20 Mitchell Robinson,Base Set,New York Knicks,Dunk,69.00 USD,$69.00,215.0,pinball,The_Elk,
257,18 minutes ago,2019-20 Zion Williamson,Base Set,New Orleans Pelicans,Handles,460.00 USD,$460.00,639.0,basilp,Sharkanadoo,
258,18 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,6008.0,81bayberry,Messi,
259,18 minutes ago,2019-20 Ricky Rubio,Base Set,Phoenix Suns,Layup,21.00 USD,$21.00,3291.0,Derek_William,BoardManGetsPaid,
260,18 minutes ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,176.00 USD,$176.00,3753.0,Brix41,lakersin5,
261,18 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,5228.0,cubanmicro,Messi,
262,18 minutes ago,2020-21 Gordon Hayward,Base Set,Charlotte Hornets,Jump Shot,15.00 USD,$15.00,7485.0,Gwarsh,Breaknboxes,
263,18 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,6316.0,Swoopz,BigBodyBerz,
264,18 minutes ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,6.00 USD,$6.00,6279.0,___,Always_Hoops,
265,18 minutes ago,2019-20 Giannis Antetokounmpo,MVP Moves,Milwaukee Bucks,Dunk,950.00 USD,$950.00,151.0,7secondsOrLess,Zeent,
266,18 minutes ago,NBA Top Shot (SN# 1802957),,,,5.00 USD,$5.00,,Bhuth7,futurefox,
267,18 minutes ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,9343.0,Bmoney015,chefradish,
268,18 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10557.0,BeerdadB,thetruth777,
269,18 minutes ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,250.00 USD,$250.00,2965.0,Saucey7,Troutcaddy,
270,18 minutes ago,2019-20 Vince Carter,Base Set,Atlanta Hawks,3 Pointer,536.00 USD,$536.00,2415.0,digiknowassets,zfrancque,
271,18 minutes ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,2.00 USD,$2.00,11043.0,Specialedadam,Iclickbuttons,
272,18 minutes ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,39.00 USD,$39.00,6748.0,Yoms,coordinated_bean_shoots9430,
273,18 minutes ago,2020-21 John Wall,Base Set,Houston Rockets,Dunk,11.00 USD,$11.00,4295.0,biodegradable_armadillo,TheWolf,
274,18 minutes ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,9.00 USD,$9.00,4963.0,dddd9999,0x653ee7...e0907c,
275,18 minutes ago,2019-20 Alex Caruso,Base Set,Los Angeles Lakers,Block,42.00 USD,$42.00,2184.0,tullymack,Tommy_Gambles24,
276,18 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,5677.0,cubanmicro,Thechek182,
277,18 minutes ago,2020-21 Jamal Murray,Base Set,Denver Nuggets,3 Pointer,7.00 USD,$7.00,2907.0,xlilwarrior,a_ilk,
278,18 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10348.0,Hype,thetruth777,
279,18 minutes ago,2019-20 Montrezl Harrell,Base Set,Los Angeles Clippers,Dunk,59.00 USD,$59.00,194.0,pinball,Sylartfre,
280,18 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,5188.0,dddd9999,Thechek182,
281,18 minutes ago,2020-21 Jerami Grant,Base Set,Detroit Pistons,Dunk,3.00 USD,$3.00,8093.0,Specialedadam,BigBodyBerz,
282,18 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,77.00 USD,$77.00,2558.0,Knipe,jimbob,
283,18 minutes ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,Dunk,310.00 USD,$310.00,4280.0,Brix41,rhodz,
284,18 minutes ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,109.00 USD,$109.00,1721.0,utterbackm,BoysRBuzzin,
285,19 minutes ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,1531.0,Troutcaddy,d_depalma,
286,19 minutes ago,2019-20 Dāvis Bertāns,Base Set,Washington Wizards,3 Pointer,17.00 USD,$17.00,2519.0,aquilo,BoardManGetsPaid,
287,19 minutes ago,2019-20 Josh Richardson,Base Set,Philadelphia 76ers,Block,17.00 USD,$17.00,2467.0,bingo_bango,BoardManGetsPaid,
288,19 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,12.00 USD,$12.00,4135.0,Fusty,BennyGords,
289,19 minutes ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,9302.0,JeffOpensCards,chefradish,
290,19 minutes ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,5.00 USD,$5.00,4054.0,Yam_God,AdiLz,
291,19 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,6.00 USD,$6.00,4670.0,Rightmow,Thechek182,
292,19 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,35.00 USD,$35.00,4541.0,Brix41,VViIIis,
293,19 minutes ago,2019-20 Eric Gordon,Base Set,Houston Rockets,3 Pointer,34.00 USD,$34.00,1429.0,MrShowcase,RJA,
294,19 minutes ago,2020-21 Deni Avdija,Base Set,Washington Wizards,3 Pointer,66.00 USD,$66.00,3755.0,AgentGibbs,Irfan,
295,19 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10311.0,BeerdadB,thetruth777,
296,19 minutes ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,90.00 USD,$90.00,1915.0,pingu,lakersin5,
297,19 minutes ago,NBA Top Shot (SN# 2332486),,,,5.00 USD,$5.00,,one_more_moment,0x7077eb...99d0f6,
298,19 minutes ago,2019-20 Joe Ingles,Base Set,Utah Jazz,Assist,17.00 USD,$17.00,3769.0,Cagelawyer,BoardManGetsPaid,
299,19 minutes ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,8652.0,BoysRBuzzin,chefradish,
300,19 minutes ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,35.00 USD,$35.00,4541.0,Brix41,VViIIis,
301,19 minutes ago,2019-20 Eric Gordon,Base Set,Houston Rockets,3 Pointer,34.00 USD,$34.00,1429.0,MrShowcase,RJA,
302,19 minutes ago,2020-21 Deni Avdija,Base Set,Washington Wizards,3 Pointer,66.00 USD,$66.00,3755.0,AgentGibbs,Irfan,
303,19 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10311.0,BeerdadB,thetruth777,
304,19 minutes ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,90.00 USD,$90.00,1915.0,pingu,lakersin5,
305,19 minutes ago,NBA Top Shot (SN# 2332486),,,,5.00 USD,$5.00,,one_more_moment,0x7077eb...99d0f6,
306,19 minutes ago,2019-20 Joe Ingles,Base Set,Utah Jazz,Assist,17.00 USD,$17.00,3769.0,Cagelawyer,BoardManGetsPaid,
307,19 minutes ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,8652.0,BoysRBuzzin,chefradish,
308,20 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,11.00 USD,$11.00,4862.0,Fusty,BennyGords,
309,20 minutes ago,2020-21 Deandre Ayton,Base Set,Phoenix Suns,Dunk,9.00 USD,$9.00,4640.0,Junebug,zman,
310,20 minutes ago,2020-21 Jimmy Butler,Base Set,Miami Heat,Jump Shot,5.00 USD,$5.00,7368.0,webhe4d,baytosd,
311,20 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10368.0,Shai,thetruth777,
312,20 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,8335.0,TFUN,BigBodyBerz,
313,20 minutes ago,NBA Top Shot (SN# 2087696),,,,179.00 USD,$179.00,,Tr3y,rhodz,
314,20 minutes ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,11754.0,webhe4d,RobProbably,
315,20 minutes ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,6753.0,JeffOpensCards,Strobe,
316,20 minutes ago,2020-21 James Wiseman,Base Set,Golden State Warriors,Dunk,239.00 USD,$239.00,1927.0,pingu,___,
317,20 minutes ago,2019-20 Damian Lillard,Base Set,Portland Trail Blazers,Layup,120.00 USD,$120.00,1949.0,scorbles,0x8de6f3...ced1f5,
318,20 minutes ago,2020-21 John Wall,Base Set,Houston Rockets,Dunk,11.00 USD,$11.00,10125.0,JMLevine,TheWolf,
319,20 minutes ago,2020-21 Nikola Jokić,Base Set,Denver Nuggets,Dunk,12.00 USD,$12.00,8375.0,JeffOpensCards,chefradish,
320,20 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,13.00 USD,$13.00,3796.0,Kcain1982,BennyGords,
321,20 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,6322.0,Swoopz,BigBodyBerz,
322,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,11659.0,TycDaGambler,Messi,
323,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,11576.0,half_court_shot,Messi,
324,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,11866.0,UrbanYeti,Messi,
325,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,9935.0,honorable_pumpkin9541,Messi,
326,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,8393.0,mayfijr,Messi,
327,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,11595.0,k4bong,Messi,
328,20 minutes ago,2020-21 Anthony Edwards,Base Set,Minnesota Timberwolves,Layup,415.00 USD,$415.00,686.0,CryptoEXC,HavocTheRed,
329,20 minutes ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,9.00 USD,$9.00,1144.0,jobmyster,TheWesterner,
330,20 minutes ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,11359.0,BMAN1mal,Gambit,
331,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,11540.0,k4bong,Messi,
332,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10891.0,kevbob,Messi,
333,20 minutes ago,2019-20 Darius Garland,Rookie Debut,Cleveland Cavaliers,Layup,864.00 USD,$864.00,119.0,SEPTMBR,airmax,
334,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10884.0,k4bong,Messi,
335,20 minutes ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,10784.0,perfumed_fur_seal,The_Schiller,
336,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10599.0,aaronstefanpoker,Messi,
337,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,8332.0,baloo3101,Messi,
338,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10547.0,responsible_acon06,Messi,
339,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,9683.0,k4bong,Messi,
340,20 minutes ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,5.00 USD,$5.00,3183.0,NJBASKETBALLCARDS,0x653ee7...e0907c,
341,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,7373.0,SonataNo14,Messi,
342,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,10249.0,Specialedadam,Messi,
343,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,9624.0,HassanSF,Messi,
344,20 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,9754.0,honorable_pumpkin9541,Messi,
345,21 minutes ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,7.00 USD,$7.00,1627.0,PaccMann,SpectrumOOC,
346,21 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,7076.0,drzeus121,Messi,
347,21 minutes ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,100.00 USD,$100.00,2080.0,jarrensj,BoysRBuzzin,
348,21 minutes ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,8242.0,0xd48e59...9ec85b,0xfd8441...54c72c,
349,21 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,7251.0,SonataNo14,Messi,
350,21 minutes ago,2020-21 Donovan Mitchell,Base Set,Utah Jazz,Jump Shot,11.00 USD,$11.00,3694.0,Sugarkaa,zman,
351,21 minutes ago,2020-21 John Collins,Base Set,Atlanta Hawks,Dunk,10.00 USD,$10.00,888.0,Wagashi,baller_basket,
352,21 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,7021.0,dmliu,Messi,
353,21 minutes ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,5.00 USD,$5.00,6717.0,forgotten_dingo4017,Messi,
354,21 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,5776.0,biodegradable_armadillo,thetruth777,
355,21 minutes ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,1.00 USD,$1.00,9721.0,idol_lies,0xa03743...cc37ee,
356,21 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,7649.0,NorthernBadger,BigBodyBerz,
357,21 minutes ago,2020-21 Zach LaVine,Base Set,Chicago Bulls,3 Pointer,6.00 USD,$6.00,5565.0,Valsyth,0xe39b13...c357a2,
358,21 minutes ago,2019-20 Seth Curry,Base Set,Dallas Mavericks,Assist,29.00 USD,$29.00,2988.0,scorbles,Marleau,
359,21 minutes ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,5.00 USD,$5.00,9829.0,Mi_Max,Gambit,
360,21 minutes ago,2019-20 CJ McCollum,Base Set,Portland Trail Blazers,Dunk,44.00 USD,$44.00,2289.0,Jkelly17,RJA,
361,21 minutes ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,3.00 USD,$3.00,5094.0,gummy_clown_fish7475,0x5a5379...e8b078,
362,21 minutes ago,NBA Top Shot (SN# 2196547),,,,5.00 USD,$5.00,,billbill,Magic23,
363,21 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,13.00 USD,$13.00,3203.0,Gbenz,BennyGords,
364,21 minutes ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,10774.0,Luarin,The_Schiller,
365,22 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,7202.0,0xf4c946...8a8f9c,BigBodyBerz,
366,22 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10655.0,JeffOpensCards,thetruth777,
367,22 minutes ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,11.00 USD,$11.00,1139.0,0x9cf9f3...e40ded,MoneyFanziel,
368,22 minutes ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,2.00 USD,$2.00,3765.0,AGoodDay,thegraymatters,
369,22 minutes ago,2020-21 Tyrese Maxey,Base Set,Philadelphia 76ers,Layup,88.00 USD,$88.00,2133.0,BobbyZ,beth,
370,22 minutes ago,2020-21 De'Aaron Fox,Base Set,Sacramento Kings,Layup,8.00 USD,$8.00,11413.0,Winchell,zman,
371,22 minutes ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,6595.0,JeffOpensCards,futurefox,
372,22 minutes ago,2020-21 Darius Garland,Base Set,Cleveland Cavaliers,Layup,4.00 USD,$4.00,7003.0,TheMeadows2019,BigBodyBerz,
373,22 minutes ago,2020-21 Tyrese Haliburton,Base Set,Sacramento Kings,Jump Shot,274.00 USD,$274.00,1217.0,KenyonMartinNeckTat,soxnation45,
374,22 minutes ago,2020-21 Josh Green,Base Set,Dallas Mavericks,Dunk,13.00 USD,$13.00,2844.0,msquaredsa,BennyGords,
375,22 minutes ago,2020-21 Ja Morant,Base Set,Memphis Grizzlies,Handles,84.00 USD,$84.00,2212.0,biodegradable_armadillo,Brisk,
376,22 minutes ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,5.00 USD,$5.00,10300.0,full_send_this_schiit,thetruth777,
377,22 minutes ago,2020-21 T.J. McConnell,Base Set,Indiana Pacers,Assist,2.00 USD,$2.00,7784.0,Pokemon,baller_basket,
378,23 minutes ago,2019-20 Hassan Whiteside,Base Set,Portland Trail Blazers,Block,19.00 USD,$19.00,2602.0,bingo_bango,0x74b00a...72ae5b,
379,23 minutes ago,2020-21 Cole Anthony,Base Set,Orlando Magic,Jump Shot,99.00 USD,$99.00,3073.0,msl333,BoysRBuzzin,
