,Sold,Crypto,Set,Team,Play Category,Price,USD,SN#,Seller,Buyer,Unnamed: 0
9770,9 hours ago,2020-21 Daniel Theis,Base Set,Boston Celtics,Dunk,2.00 USD,$2.00,1508.0,hippcards,grounded_common_frog8576,
9771,9 hours ago,2019-20 Maxi Kleber,Base Set,Dallas Mavericks,Dunk,23.00 USD,$23.00,3461.0,Forte,0x822736...1bce52,
9772,9 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,8946.0,unobvious_llama10,SPeteMossMD,
9773,9 hours ago,2019-20 Damian Lillard,Base Set,Portland Trail Blazers,Layup,90.00 USD,$90.00,2246.0,Alex2103,nextgencollecting,
9774,9 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,9052.0,StoneColdBroke,fortunate_baboon,
9775,9 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,17.00 USD,$17.00,10367.0,Lbeachdrew,0x1513db...218bfd,
9776,9 hours ago,2020-21 Markelle Fultz,Base Set,Orlando Magic,Jump Shot,2.00 USD,$2.00,10227.0,unripe_spider_monkey120,WatchOutForMike,
9777,9 hours ago,2019-20 Josh Hart,Base Set,New Orleans Pelicans,Layup,15.00 USD,$15.00,1373.0,jesse,0x69419a...2ffef9,
9778,9 hours ago,2020-21 Domantas Sabonis,Base Set,Indiana Pacers,Dunk,3.00 USD,$3.00,5395.0,Hackfin,Iclickbuttons,
9779,9 hours ago,2019-20 Joel Embiid,Base Set,Philadelphia 76ers,Layup,243.00 USD,$243.00,443.0,cao_moni,JLandrith,
9780,9 hours ago,2019-20 Zion Williamson,Denied!,New Orleans Pelicans,Block,"3,499.00 USD","$3,499.00",81.0,Rocky,JordenVee,
9781,9 hours ago,2020-21 Joel Embiid,Base Set,Philadelphia 76ers,Jump Shot,10.00 USD,$10.00,1640.0,0xc445ef...069ceb,unobvious_llama10,
9782,9 hours ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,3.00 USD,$3.00,3110.0,WillisP90,player001,
9783,9 hours ago,2019-20 Kemba Walker,Base Set,Boston Celtics,Layup,42.00 USD,$42.00,986.0,uncommon_penguin8520,agreeable_wallaby290,
9784,9 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,163.00 USD,$163.00,3928.0,JohnnyUtah,NFT4LIFE,
9785,9 hours ago,2019-20 Lonzo Ball,Base Set,New Orleans Pelicans,Assist,46.00 USD,$46.00,3209.0,Pranked,BackIntoCards,
9786,9 hours ago,2020-21 Shai Gilgeous-Alexander,Base Set,Oklahoma City Thunder,Jump Shot,3.00 USD,$3.00,5232.0,yep,cross_em_up,
9787,9 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,2.00 USD,$2.00,5898.0,Speedy,0x4bf9d5...92bc70,
9788,9 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,229.00 USD,$229.00,1935.0,Elli,Losoul11,
9789,9 hours ago,2020-21 Obi Toppin,Base Set,New York Knicks,3 Pointer,65.00 USD,$65.00,3616.0,benjamcam,Corlito,
9790,9 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,74.00 USD,$74.00,3705.0,KY2NBA,0x28a736...a19c11,
9791,9 hours ago,2019-20 Karl-Anthony Towns,Early Adopters,Minnesota Timberwolves,Dunk,244.00 USD,$244.00,495.0,Cryptodelphia,Kraken1627,
9792,9 hours ago,2020-21 Ivica Zubac,Base Set,LA Clippers,Dunk,2.00 USD,$2.00,11457.0,Bluemaco,0x3f0908...81d0e9,
9793,9 hours ago,NBA Top Shot (SN# 2386204),,,,2.00 USD,$2.00,,unripe_spider_monkey120,0x5d668a...0e48a3,
9794,9 hours ago,2020-21 Trae Young,Base Set,Atlanta Hawks,Assist,35.00 USD,$35.00,4196.0,cashconsiderations,NFT4LIFE,
9795,9 hours ago,2019-20 Luka Dončić,Base Set,Dallas Mavericks,3 Pointer,675.00 USD,$675.00,2050.0,edarvish,ManuteBol,
9796,9 hours ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,4402.0,jambaJuice,0x6fd493...9c26b2,
9797,9 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,223.00 USD,$223.00,2560.0,Elli,Losoul11,
9798,9 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,2.00 USD,$2.00,5894.0,Speedy,eS_Be,
9799,9 hours ago,2019-20 Damion Lee,Base Set,Golden State Warriors,Assist,119.00 USD,$119.00,40.0,Hakeetathedreeta,Global,
9800,9 hours ago,2019-20 Damion Lee,Base Set,Golden State Warriors,Assist,119.00 USD,$119.00,40.0,Hakeetathedreeta,Global,
9801,9 hours ago,2020-21 Eric Bledsoe,Base Set,New Orleans Pelicans,Block,2.00 USD,$2.00,3077.0,Dajustified,0x133f9a...28b051,
9802,9 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,161.00 USD,$161.00,4129.0,Calicoballin713,NFT4LIFE,
9803,9 hours ago,2019-20 Justin Holiday,Metallic Gold LE,Indiana Pacers,Layup,319.00 USD,$319.00,64.0,v1n5anity,grounded_common_frog8576,
9804,9 hours ago,NBA Top Shot (SN# 2226163),,,,10.00 USD,$10.00,,Iteru,0x3a13a0...4ddc1d,
9805,9 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,65.00 USD,$65.00,6101.0,Genomic,Sandman,
9806,9 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,19.00 USD,$19.00,11717.0,0x72a12e...9e839b,Heisenberg,
9807,9 hours ago,2019-20 Ivica Zubac,Base Set,Los Angeles Clippers,Dunk,15.00 USD,$15.00,1593.0,MrTree420,0x69419a...2ffef9,
9808,9 hours ago,2020-21 Khris Middleton,Base Set,Milwaukee Bucks,Jump Shot,2.00 USD,$2.00,9634.0,hippcards,0xe92a80...4b7de0,
9809,9 hours ago,2020-21 Lonzo Ball,Base Set,New Orleans Pelicans,3 Pointer,12.00 USD,$12.00,1516.0,sonicdeep,Speedy,
9810,9 hours ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,5.00 USD,$5.00,6068.0,Pitnlala21,0x4fcbd6...ac0194,
9811,9 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,72.00 USD,$72.00,6739.0,benjamcam,0x28a736...a19c11,
9812,9 hours ago,2019-20 Dejounte Murray,Base Set,San Antonio Spurs,Layup,35.00 USD,$35.00,1501.0,CryptoCowboy,jblock44,
9813,9 hours ago,2019-20 Victor Oladipo,Base Set,Indiana Pacers,3 Pointer,47.00 USD,$47.00,3063.0,Dajustified,0x96e7bb...dad513,
9814,9 hours ago,2020-21 Devin Booker,Cool Cats,Phoenix Suns,3 Pointer,314.00 USD,$314.00,4657.0,dbuckets,Losoul11,
9815,9 hours ago,2019-20 Mitchell Robinson,Base Set,New York Knicks,Dunk,68.00 USD,$68.00,270.0,pinball,0xad1f32...1bc0bf,
9816,9 hours ago,2019-20 Nikola Jokić,Base Set,Denver Nuggets,Handles,379.00 USD,$379.00,997.0,Pranked,_beyond_the_arc_,
9817,9 hours ago,2019-20 Nikola Jokić,Western Conference Finals,Denver Nuggets,Jump Shot,887.00 USD,$887.00,160.0,scorbles,Howmanypeopleareyou,
9818,9 hours ago,2019-20 Andre Iguodala,Metallic Gold LE,Miami Heat,Steal,290.00 USD,$290.00,298.0,nas30,0x63264b...466c54,
9819,9 hours ago,2020-21 Dillon Brooks,Base Set,Memphis Grizzlies,Layup,2.00 USD,$2.00,4967.0,hippcards,FloridaCardGuy,
9820,9 hours ago,2019-20 Nikola Jokić,Base Set,Denver Nuggets,Jump Shot,115.00 USD,$115.00,3307.0,2big2strong2fast2good,DaveyBonesJones,
9821,9 hours ago,2019-20 Kevin Porter Jr.,Base Set,Cleveland Cavaliers,Dunk,33.00 USD,$33.00,3228.0,Goldenboy123,0x166272...084d6a,
9822,9 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,4.00 USD,$4.00,7788.0,Houston_Rockets,un33k1,
9823,9 hours ago,2020-21 JaMychal Green,Base Set,Denver Nuggets,Dunk,2.00 USD,$2.00,2843.0,hippcards,0xe92a80...4b7de0,
9824,9 hours ago,2019-20 James Harden,Base Set,Houston Rockets,Block,95.00 USD,$95.00,2631.0,Pranked,Jaytrader77,
9825,9 hours ago,2020-21 Spencer Dinwiddie,Base Set,Brooklyn Nets,Layup,2.00 USD,$2.00,8584.0,hippcards,0xe92a80...4b7de0,
9826,9 hours ago,2019-20 Jarrett Allen,Base Set,Brooklyn Nets,Block,34.00 USD,$34.00,1410.0,jesse,bolwellb,
9827,9 hours ago,2020-21 Derrick Jones Jr.,Base Set,Portland Trail Blazers,Dunk,4.00 USD,$4.00,7434.0,scottland,0x7d4575...ba52f7,
9828,9 hours ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,4.00 USD,$4.00,5227.0,Hackfin,bcickdaa,
9829,9 hours ago,2020-21 Gordon Hayward,Base Set,Charlotte Hornets,Jump Shot,15.00 USD,$15.00,3129.0,Cagelawyer,Speedy,
9830,9 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,5423.0,Cpumplun,able_wasp7170,
9831,9 hours ago,2020-21 Paul George,Season Tip-off,LA Clippers,Jump Shot,440.00 USD,$440.00,89.0,CryptoEXC,JordenVee,
9832,9 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,228.00 USD,$228.00,3945.0,Elli,Losoul11,
9833,9 hours ago,2020-21 Ish Smith,Base Set,Washington Wizards,Assist,2.00 USD,$2.00,6142.0,Speedy,grounded_common_frog8576,
9834,9 hours ago,2019-20 Evan Fournier,Base Set,Orlando Magic,3 Pointer,36.00 USD,$36.00,3415.0,MathieuVirtuoso,Bayou_Bengal,
9835,9 hours ago,2019-20 Thaddeus Young,Base Set,Chicago Bulls,Dunk,17.00 USD,$17.00,2473.0,uncommon_penguin8520,Soddabug,
9836,9 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,100.00 USD,$100.00,1220.0,AndreCronje,0x7f09c1...d74840,
9837,9 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,3257.0,jambaJuice,Spawn,
9838,9 hours ago,2019-20 Marquese Chriss,Base Set,Golden State Warriors,Dunk,17.00 USD,$17.00,3195.0,0x519dda...e60457,Soddabug,
9839,9 hours ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,3.00 USD,$3.00,4576.0,0x997b3e...a2e534,Theriver,
9840,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,29.00 USD,$29.00,1326.0,LebronsFather,winnerz52,
9841,9 hours ago,2020-21 Rui Hachimura,Cool Cats,Washington Wizards,Assist,229.00 USD,$229.00,4335.0,Slick,Losoul11,
9842,9 hours ago,2020-21 Coby White,Base Set,Chicago Bulls,3 Pointer,3.00 USD,$3.00,4862.0,sixer03fan,0xe92a80...4b7de0,
9843,9 hours ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,11679.0,1933industries,0x6fd493...9c26b2,
9844,9 hours ago,2019-20 Steph Curry,Base Set,Golden State Warriors,3 Pointer,339.00 USD,$339.00,1161.0,Pranked,jesse,
9845,9 hours ago,2020-21 Obi Toppin,Base Set,New York Knicks,3 Pointer,64.00 USD,$64.00,1679.0,BoysRBuzzin,IAmNotGood,
9846,9 hours ago,NBA Top Shot (SN# 2219307),,,,3.00 USD,$3.00,,Nelly,0xe92a80...4b7de0,
9847,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,7.00 USD,$7.00,9078.0,onecvj,coolerheads29,
9848,9 hours ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,4324.0,KarlAnthonyTowns,0xe92a80...4b7de0,
9849,9 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,1.00 USD,$1.00,10426.0,0x8a39f8...4dacb3,bossy_collie8460,
9850,9 hours ago,NBA Top Shot (SN# 2219307),,,,3.00 USD,$3.00,,Nelly,0xe92a80...4b7de0,
9851,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,7.00 USD,$7.00,9078.0,onecvj,coolerheads29,
9852,9 hours ago,2020-21 Andre Drummond,Base Set,Cleveland Cavaliers,Dunk,3.00 USD,$3.00,4324.0,KarlAnthonyTowns,0xe92a80...4b7de0,
9853,9 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,1.00 USD,$1.00,10426.0,0x8a39f8...4dacb3,bossy_collie8460,
9854,9 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,3.00 USD,$3.00,4063.0,jambaJuice,shalingo95,
9855,9 hours ago,2020-21 DeMarcus Cousins,Base Set,Houston Rockets,3 Pointer,3.00 USD,$3.00,8728.0,Bluemaco,0xe92a80...4b7de0,
9856,9 hours ago,2019-20 T.J. Warren,Base Set,Indiana Pacers,Layup,22.00 USD,$22.00,3865.0,jtbgames,0x96e7bb...dad513,
9857,9 hours ago,NBA Top Shot (SN# 2190962),,,,6.00 USD,$6.00,,justinbeckman,JonnyCryptos,
9858,9 hours ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,2.00 USD,$2.00,5255.0,straw3930,grounded_common_frog8576,
9859,9 hours ago,2019-20 Fred VanVleet,Base Set,Toronto Raptors,Steal,41.00 USD,$41.00,3028.0,tricky8181,0xc41836...37b50a,
9860,9 hours ago,2020-21 Keldon Johnson,Base Set,San Antonio Spurs,Dunk,14.00 USD,$14.00,3480.0,0x5b184b...0c9574,7costanza,
9861,9 hours ago,2020-21 Hamidou Diallo,Base Set,Oklahoma City Thunder,Dunk,28.00 USD,$28.00,576.0,0xe87404...1935dc,dreamer_iynd_91,
9862,9 hours ago,2020-21 Miles Bridges,Base Set,Charlotte Hornets,Dunk,3.00 USD,$3.00,2995.0,JimmyTheGreek,able_wasp7170,
9863,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,9.00 USD,$9.00,1891.0,ToeTagginTambo,0x8dccac...6f50a2,
9864,9 hours ago,2020-21 Bradley Beal,Base Set,Washington Wizards,Handles,7.00 USD,$7.00,9319.0,BabyYoda,0x3a13a0...4ddc1d,
9865,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,6.00 USD,$6.00,8795.0,hippcards,0x16b0f4...8fc067,
9866,9 hours ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,3.00 USD,$3.00,3402.0,0x7779db...350b2a,0x803341...ceb265,
9867,9 hours ago,2019-20 Anthony Davis,The Finals,Los Angeles Lakers,Layup,775.00 USD,$775.00,509.0,SilentBang13,tandavas,
9868,9 hours ago,2020-21 Bojan Bogdanović,Base Set,Utah Jazz,Layup,3.00 USD,$3.00,4578.0,jambaJuice,eisenhauert10,
9869,9 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,225.00 USD,$225.00,795.0,cao_moni,Velocity,
9870,9 hours ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,2.00 USD,$2.00,10421.0,0xb9ad22...4d6db4,Borodabass,
9871,9 hours ago,2019-20 Nerlens Noel,Base Set,Oklahoma City Thunder,Dunk,15.00 USD,$15.00,2887.0,tropoFarmer,Soddabug,
9872,9 hours ago,2020-21 Kelly Oubre Jr.,Base Set,Golden State Warriors,Dunk,3.00 USD,$3.00,5147.0,Knipe,mvnch,
9873,9 hours ago,NBA Top Shot (SN# 2350880),,,,3.00 USD,$3.00,,0xcf6e75...3de2c5,0xcca6e2...876acb,
9874,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,7.00 USD,$7.00,9146.0,clay,0xa2131c...5ee822,
9875,9 hours ago,2019-20 JaMychal Green,Base Set,Los Angeles Clippers,Dunk,20.00 USD,$20.00,1978.0,uncommon_penguin8520,ZionMVP,
9876,9 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,3.00 USD,$3.00,7254.0,hippcards,The_Eraser,
9877,9 hours ago,2019-20 Terry Rozier,Base Set,Charlotte Hornets,3 Pointer,53.00 USD,$53.00,1123.0,Hilary,IamAHighlight,
9878,9 hours ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,125.00 USD,$125.00,16.0,HmanD,Global,
9879,9 hours ago,2020-21 Christian Wood,Base Set,Houston Rockets,Dunk,4.00 USD,$4.00,8219.0,StoneColdBroke,BrianJP22,
9880,9 hours ago,2020-21 Mitchell Robinson,Base Set,New York Knicks,Dunk,3.00 USD,$3.00,3045.0,CoinLord,0x803341...ceb265,
9881,9 hours ago,2020-21 Damian Lillard,Base Set,Portland Trail Blazers,3 Pointer,36.00 USD,$36.00,2192.0,JaBlue,JayTablet,
9882,9 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,175.00 USD,$175.00,3993.0,jagwaar,grounded_common_frog8576,
9883,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,20.00 USD,$20.00,1015.0,killerSams,0x9341ae...90de7e,
9884,9 hours ago,2019-20 Anthony Davis,Base Set,Los Angeles Lakers,3 Pointer,219.00 USD,$219.00,921.0,Pranked,quaintmammoth,
9885,9 hours ago,2020-21 Kendrick Nunn,Base Set,Miami Heat,Dunk,2.00 USD,$2.00,6744.0,Dajustified,0xe92a80...4b7de0,
9886,9 hours ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,5.00 USD,$5.00,6842.0,allyoucaneat,hurley1660,
9887,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,Layup,39.00 USD,$39.00,4336.0,hobbang,ChiCityBulls,
9888,9 hours ago,2020-21 John Collins,Cool Cats,Atlanta Hawks,Dunk,220.00 USD,$220.00,4007.0,yep,Hanamichi_Sakuragi,
9889,9 hours ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,7.00 USD,$7.00,1533.0,LebronsFather,JonnyCryptos,
9890,9 hours ago,2020-21 Michael Porter Jr.,Base Set,Denver Nuggets,Dunk,4.00 USD,$4.00,4405.0,StoneColdBroke,0xcba084...f6cd86,
9891,9 hours ago,2019-20 Danuel House Jr.,Base Set,Houston Rockets,Dunk,19.00 USD,$19.00,3506.0,RickOshay,Hackfin,
9892,9 hours ago,2019-20 Joel Embiid,Base Set,Philadelphia 76ers,Layup,310.00 USD,$310.00,231.0,futurefox,JLandrith,
9893,9 hours ago,2019-20 Norman Powell,Base Set,Toronto Raptors,Dunk,22.00 USD,$22.00,2760.0,Bluemaco,0xc41836...37b50a,
9894,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,15.00 USD,$15.00,10999.0,jpt203,The_Eraser,
9895,9 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,18.00 USD,$18.00,10945.0,tropoFarmer,BobsonDugnutt,
9896,9 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,3868.0,Dajustified,0xe92a80...4b7de0,
9897,9 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,6933.0,Ambrose,able_wasp7170,
9898,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,5891.0,StoneColdBroke,pando1521,
9899,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,6.00 USD,$6.00,9078.0,hippcards,onecvj,
9900,9 hours ago,2019-20 Norman Powell,Base Set,Toronto Raptors,Dunk,22.00 USD,$22.00,2760.0,Bluemaco,0xc41836...37b50a,
9901,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,15.00 USD,$15.00,10999.0,jpt203,The_Eraser,
9902,9 hours ago,2020-21 Jayson Tatum,Base Set,Boston Celtics,Jump Shot,18.00 USD,$18.00,10945.0,tropoFarmer,BobsonDugnutt,
9903,9 hours ago,2020-21 Demar DeRozan,Base Set,San Antonio Spurs,Dunk,2.00 USD,$2.00,3868.0,Dajustified,0xe92a80...4b7de0,
9904,9 hours ago,2020-21 Nerlens Noel,Base Set,New York Knicks,Block,2.00 USD,$2.00,6933.0,Ambrose,able_wasp7170,
9905,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,5891.0,StoneColdBroke,pando1521,
9906,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,6.00 USD,$6.00,9078.0,hippcards,onecvj,
9907,9 hours ago,2019-20 Jamal Murray,Got Game,Denver Nuggets,Dunk,280.00 USD,$280.00,172.0,hidden,Celtics33,
9908,9 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,5.00 USD,$5.00,1400.0,JustinTime101,pittmonkey,
9909,9 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,3.00 USD,$3.00,11878.0,Dajustified,Rex416,
9910,9 hours ago,2019-20 Fred VanVleet,Base Set,Toronto Raptors,Handles,240.00 USD,$240.00,647.0,DapperAdam,FakeNewts555,
9911,9 hours ago,2019-20 Bruce Brown,Base Set,Detroit Pistons,Dunk,19.00 USD,$19.00,1959.0,Armeec,Hackfin,
9912,9 hours ago,2020-21 Jaylen Brown,Base Set,Boston Celtics,Jump Shot,7.00 USD,$7.00,1516.0,dan_loves_cheese,0x9cf9f3...e40ded,
9913,9 hours ago,2020-21 Bismack Biyombo,Base Set,Charlotte Hornets,Layup,2.00 USD,$2.00,9024.0,Dajustified,0xe92a80...4b7de0,
9914,9 hours ago,NBA Top Shot (SN# 2289827),,,,6.00 USD,$6.00,,0xb9ad22...4d6db4,baytosd,
9915,9 hours ago,2019-20 Jusuf Nurkić,Base Set,Portland Trail Blazers,Dunk,28.00 USD,$28.00,1664.0,scorbles,greels,
9916,9 hours ago,2019-20 JaVale McGee,Base Set,Los Angeles Lakers,Block,20.00 USD,$20.00,1805.0,Spaceship97,TheMoneyMan,
9917,9 hours ago,2020-21 Kawhi Leonard,Base Set,LA Clippers,3 Pointer,15.00 USD,$15.00,10081.0,0x23b8af...0edf39,The_Eraser,
9918,9 hours ago,2020-21 Derrick Jones Jr.,Cool Cats,Portland Trail Blazers,Block,211.00 USD,$211.00,964.0,ChrisGeeeeee,ff_inferno,
9919,9 hours ago,2020-21 Dennis Schröder,Base Set,Los Angeles Lakers,Layup,2.00 USD,$2.00,5423.0,hippcards,Cpumplun,
9920,9 hours ago,2020-21 Nikola Vučević,Base Set,Orlando Magic,Layup,3.00 USD,$3.00,2871.0,Spaceship97,able_wasp7170,
9921,9 hours ago,2020-21 Steph Curry,Base Set,Golden State Warriors,3 Pointer,74.00 USD,$74.00,5799.0,Wizard,0x28a736...a19c11,
9922,9 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,223.00 USD,$223.00,4158.0,_mr_ch0w_,Hanamichi_Sakuragi,
9923,9 hours ago,2019-20 JaVale McGee,Base Set,Los Angeles Lakers,Block,20.00 USD,$20.00,2254.0,Spaceship97,ZigZager211,
9924,9 hours ago,2020-21 Jaxson Hayes,Base Set,New Orleans Pelicans,Dunk,4.00 USD,$4.00,6842.0,tropoFarmer,allyoucaneat,
9925,9 hours ago,2019-20 Brook Lopez,Base Set,Milwaukee Bucks,Dunk,45.00 USD,$45.00,407.0,Mahoney_jr,xBenJamminx,
9926,9 hours ago,2020-21 JaVale McGee,Base Set,Cleveland Cavaliers,Dunk,2.00 USD,$2.00,1247.0,Jaffa,0x9cf9f3...e40ded,
9927,9 hours ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,5.00 USD,$5.00,4553.0,0x9f7fad...0e23a3,0x166272...084d6a,
9928,9 hours ago,2020-21 Patrick Williams,Base Set,Chicago Bulls,Layup,90.00 USD,$90.00,3492.0,Bounce1,mosdefs,
9929,9 hours ago,2020-21 Stanley Johnson,Base Set,Toronto Raptors,Dunk,4.00 USD,$4.00,7818.0,SPeteMossMD,mc24063,
9930,9 hours ago,2020-21 Anthony Davis,Base Set,Los Angeles Lakers,Dunk,29.00 USD,$29.00,10037.0,LebronsFather,silky_hare4563,
9931,9 hours ago,2020-21 Kevin Durant,Base Set,Brooklyn Nets,3 Pointer,38.00 USD,$38.00,926.0,hash,JohnnyUtah,
9932,9 hours ago,2020-21 Giannis Antetokounmpo,Base Set,Milwaukee Bucks,Assist,60.00 USD,$60.00,958.0,Phitchy87,0x2dcd8e...868d39,
9933,9 hours ago,2020-21 Jalen Smith,Base Set,Phoenix Suns,Jump Shot,37.00 USD,$37.00,2422.0,MrTree420,blue_jicama7124,
9934,9 hours ago,2019-20 Chris Paul,Base Set,Oklahoma City Thunder,Handles,173.00 USD,$173.00,433.0,Cryptodelphia,clown_gopher2871,
9935,9 hours ago,2020-21 Carmelo Anthony,Base Set,Portland Trail Blazers,Jump Shot,3.00 USD,$3.00,9941.0,tropoFarmer,procs,
9936,9 hours ago,2020-21 Brandon Clarke,Base Set,Memphis Grizzlies,Layup,4.00 USD,$4.00,8054.0,yungvish,StephenPJR,
9937,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,7230.0,StoneColdBroke,0x9cf9f3...e40ded,
9938,9 hours ago,2020-21 LeBron James,Base Set,Los Angeles Lakers,3 Pointer,175.00 USD,$175.00,4064.0,jagwaar,murph,
9939,9 hours ago,2019-20 Ja Morant,Base Set,Memphis Grizzlies,Steal,314.00 USD,$314.00,1802.0,Pranked,KobeVIII,
9940,9 hours ago,2020-21 Marcus Smart,Base Set,Boston Celtics,Layup,2.00 USD,$2.00,2673.0,Dajustified,seisto,
9941,9 hours ago,2020-21 Bruno Fernando,Base Set,Atlanta Hawks,Dunk,5.00 USD,$5.00,1141.0,0x763c81...c9e7da,BuzzerBreaks,
9942,9 hours ago,2020-21 Gordon Hayward,Base Set,Charlotte Hornets,Jump Shot,16.00 USD,$16.00,6394.0,Hackfin,Pazelly93,
9943,9 hours ago,2020-21 Otto Porter Jr.,Base Set,Chicago Bulls,Jump Shot,2.00 USD,$2.00,10172.0,Der_Trainer,killerwhale,
9944,9 hours ago,2020-21 Malcolm Brogdon,Base Set,Indiana Pacers,Assist,3.00 USD,$3.00,2606.0,UrbanYeti,NFTBritt,
9945,9 hours ago,2020-21 Tobias Harris,Cool Cats,Philadelphia 76ers,Dunk,222.00 USD,$222.00,3070.0,1phat_ankle_breaker,Dickbeas,
9946,9 hours ago,NBA Top Shot (SN# 1829729),,,,3.00 USD,$3.00,,tropoFarmer,yinyangbreaks,
9947,9 hours ago,2020-21 Malik Beasley,Base Set,Minnesota Timberwolves,Dunk,15.00 USD,$15.00,849.0,Soave,dreamer_iynd_91,
9948,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,8751.0,Armeec,0x9cf9f3...e40ded,
9949,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,9803.0,StoneColdBroke,0x9cf9f3...e40ded,
9950,9 hours ago,2020-21 Maxi Kleber,Base Set,Dallas Mavericks,3 Pointer,5.00 USD,$5.00,7865.0,StoneColdBroke,0x9cf9f3...e40ded,
